region,ownd,kids,inc,sex,wlth,hv,incmed,incavg,low,npro,gifdol,gifl,gifr,mdon,lag,gifa,donr,DONR,DAMT
ter1,0,2,4,1,1,220,54,92,8,47,66,58,43,15,4,17.35,,0,0.25
ter3,0,3,7,1,2,136,21,29,26,49,93,47,36,12,10,22.31,,0,0.0
ter2,1,2,3,0,8,194,67,67,6,67,111,12,20,22,7,10.46,,1,10.240920911959238
ter2,0,3,7,0,8,120,29,39,24,70,103,37,26,21,6,22.63,,0,0.0
ter3,1,2,4,1,6,205,40,68,4,86,97,12,8,20,5,12.91,,1,9.445030220171716
ter3,1,3,4,0,5,89,8,19,53,81,136,6,4,18,6,7.92,,0,0.61
ter2,0,4,2,0,8,150,40,52,12,48,74,11,7,19,14,11.68,,0,0.0
ter2,1,0,7,0,8,89,23,27,47,44,62,30,39,17,5,14.31,,0,15.151541684364265
ter5,0,3,2,0,9,298,70,123,0,79,133,29,25,17,18,12.1,,0,1.31
ter2,0,3,7,0,9,195,44,66,9,38,62,22,20,31,8,20.95,,0,0.0
ter1,0,3,4,0,7,99,14,34,58,82,101,16,17,24,11,8.78,,0,0.67
ter5,1,4,4,1,3,187,42,43,9,24,92,92,32,17,14,22.48,,0,0.86
ter4,1,2,5,1,8,153,31,56,27,69,95,32,32,18,5,15.97,,0,0.8394117647058823
ter1,1,2,7,1,9,106,13,24,29,27,52,6,5,38,1,7.57,,0,0.13
ter5,1,0,4,0,7,74,17,30,38,106,119,5,2,15,6,3.4,,1,11.417332718758438
ter5,1,1,4,1,9,184,39,52,12,85,133,16,26,16,8,15.74,,1,4.340769230769231
ter1,1,1,5,1,9,92,8,21,74,21,48,36,19,20,9,11.24,,0,2.87
ter1,0,2,4,0,9,315,58,72,1,63,88,14,10,17,3,15.88,,0,0.81
ter2,1,2,1,1,2,157,30,42,38,31,44,8,5,18,10,4.67,,0,1.08
ter4,1,2,2,1,8,166,40,40,11,15,36,20,7,9,4,8.57,,0,0.13
ter3,0,5,6,0,3,115,21,55,8,71,382,382,95,19,3,54.65,,0,1.75
ter3,1,1,2,1,8,168,27,51,8,67,66,3,3,14,7,5.93,,0,0.14
ter3,1,0,1,1,8,85,23,30,41,66,107,4,4,7,8,4.54,,0,6.67
ter4,1,2,5,1,8,177,46,68,4,12,35,5,3,26,9,6.26,,0,1.9
ter3,1,3,1,0,8,267,96,96,2,56,83,13,12,25,4,19.4,,0,0.41
ter1,1,0,4,1,8,132,25,40,31,51,72,23,12,16,8,15.47,,1,15.37529231069295
ter2,1,2,6,0,8,283,51,86,7,104,174,34,43,14,4,15.42,,1,10.573658536585365
ter1,1,2,5,0,2,107,35,35,28,93,189,56,48,21,5,35.59,,0,1.7
ter2,1,2,5,0,5,125,21,46,35,11,32,9,11,18,7,7.82,,0,6.1325386645962725
ter5,0,0,4,0,9,118,18,30,32,11,47,5,4,39,23,4.13,,0,2.67
ter2,0,3,4,1,9,195,34,59,12,43,70,16,9,15,17,18.82,,0,0.0
ter2,1,1,5,1,9,345,88,115,3,100,304,12,6,22,9,8.22,,1,11.80172042716045
ter1,1,1,2,1,7,225,36,79,9,60,156,29,22,13,10,12.78,,0,3.17
ter2,1,0,7,1,1,192,46,46,18,18,50,32,28,23,9,15.43,,0,8.92
ter1,1,2,4,0,9,79,11,22,51,11,41,21,14,18,4,10.36,,0,3.65
ter2,1,1,4,1,9,187,22,55,20,51,106,33,23,22,6,17.17,,1,13.98883561853388
ter1,1,0,5,0,4,192,32,63,6,22,69,69,27,19,4,11.92,,1,14.717397412831554
ter5,1,2,4,1,8,129,37,37,17,69,109,21,14,23,3,12.77,,0,9.260858304153789
ter1,1,4,5,0,3,123,17,28,45,59,79,36,29,40,6,15.6,,0,0.49
ter1,1,2,6,0,8,120,34,58,9,14,28,25,17,26,5,13.68,,0,0.13
ter3,1,2,1,1,4,173,25,47,21,17,51,16,17,12,8,10.42,,0,0.0
ter3,1,0,2,1,5,130,22,31,34,69,84,6,5,14,6,5.96,,0,7.742453382401911
ter2,1,3,7,1,9,263,45,49,6,28,72,13,10,15,6,7.26,,0,1.21
ter3,0,2,3,0,0,236,49,89,8,14,52,9,8,15,6,7.04,,0,0.39
ter4,1,3,2,1,8,183,40,54,10,79,123,18,13,22,8,12.17,,0,0.12
ter1,1,1,3,1,9,263,71,84,0,100,225,7,8,21,17,3.21,,0,3.83
ter1,1,1,4,0,7,264,57,82,3,64,94,7,5,40,4,4.37,,0,2.62
ter3,1,3,1,1,9,63,17,25,38,81,113,13,14,24,17,4.96,,0,0.24
ter5,1,3,2,1,2,327,51,68,5,20,82,9,5,20,4,8.3,,0,0.38
ter5,0,0,3,1,8,168,56,56,5,46,77,29,22,10,10,7.49,,0,1.54
ter5,1,3,3,0,8,108,28,28,27,131,173,10,13,16,6,4.62,,0,1.89
ter1,1,0,7,1,6,271,49,66,4,23,55,6,7,23,10,4.21,,0,10.909958935925467
ter5,1,2,5,0,4,313,46,77,10,9,33,16,9,23,6,14.21,,0,1.31
ter2,1,0,4,0,9,155,46,51,26,18,51,47,32,20,11,33.56,,1,16.362515972096443
ter3,1,4,7,1,5,196,39,43,15,8,25,4,2,30,11,3.57,,0,0.58
ter5,1,0,4,0,2,134,28,32,22,30,56,22,24,19,4,21.24,,1,10.053556437237653
ter2,1,2,2,1,9,198,30,66,5,60,112,5,6,15,8,3.93,,0,2.53
ter2,1,4,3,1,9,141,48,48,6,76,151,26,21,17,19,14.74,,0,4.6691666666666665
ter1,1,2,5,1,9,197,38,60,4,40,63,7,4,20,2,5.89,,0,1.42
ter2,1,2,3,0,4,154,57,86,3,44,95,18,21,26,9,16.14,,0,4.292686567164179
ter5,0,0,2,0,6,173,49,49,12,32,63,15,12,18,3,8.91,,0,4.39
ter5,1,3,4,1,8,172,37,48,8,38,61,15,8,7,3,7.32,,0,1.3245454545454547
ter1,0,3,4,1,8,93,6,34,62,79,193,24,11,17,6,10.24,,0,0.0
ter4,1,3,4,1,7,203,35,53,23,45,72,30,11,12,8,13.21,,0,1.32
ter4,1,2,3,1,9,235,29,44,12,35,58,28,19,17,7,16.15,,0,1.78
ter4,1,2,1,0,9,108,28,40,23,24,54,5,7,21,3,3.62,,0,0.22
ter4,1,3,5,1,8,185,54,54,9,35,55,15,14,18,5,9.0,,0,0.44
ter4,0,2,3,1,9,90,18,25,28,76,124,46,23,15,6,28.07,,0,0.71
ter3,1,2,4,0,8,223,47,64,10,55,105,20,14,21,8,14.44,,0,6.462371732026144
ter5,1,2,4,1,9,313,139,139,1,33,48,12,9,38,6,11.41,,0,4.15
ter2,1,2,4,1,9,154,22,35,29,57,96,38,24,15,3,17.73,,1,13.850009746389192
ter4,0,0,4,1,9,180,47,48,9,95,187,6,6,15,5,4.62,,1,9.82
ter4,1,4,7,1,6,180,45,50,18,82,111,66,50,23,5,19.06,,0,0.46
ter5,1,1,4,1,8,234,58,58,8,55,106,13,5,16,16,7.11,,1,7.326726726726727
ter2,1,5,7,1,8,208,37,47,4,87,149,61,41,20,18,11.91,,0,2.87
ter2,1,2,1,1,9,198,25,64,8,16,49,12,8,17,10,7.43,,0,1.12
ter1,1,2,7,0,6,186,33,54,10,44,72,6,8,13,5,6.07,,0,0.0
ter4,1,0,5,1,4,224,18,68,12,17,45,13,8,22,4,9.35,,1,12.573495478377831
ter1,1,3,6,0,2,196,45,56,2,78,248,15,13,17,9,9.21,,0,0.15
ter3,1,1,2,0,8,313,110,110,0,79,112,102,58,15,11,19.23,,0,2.12
ter2,1,1,7,0,9,150,28,36,18,89,339,4,4,17,9,7.04,,0,9.26
ter3,1,2,4,1,6,175,37,48,11,82,171,37,28,15,3,10.5,,0,9.565797501751126
ter1,1,4,7,1,0,194,48,66,9,29,46,4,5,29,6,5.39,,0,0.0
ter2,1,3,6,0,5,175,38,47,6,80,165,4,5,11,13,6.29,,0,3.35
ter4,1,4,4,0,8,139,19,57,24,22,57,13,9,17,13,7.74,,0,0.17
ter1,1,3,2,0,9,232,81,81,8,82,149,18,16,12,15,9.6,,0,0.13
ter4,1,1,4,0,8,171,37,51,13,57,96,13,12,18,3,13.37,,1,13.884048376725747
ter5,1,2,2,1,9,308,68,68,3,89,102,20,16,28,3,20.36,,0,0.54
ter2,0,3,4,0,8,115,21,38,13,89,166,18,17,13,3,12.58,,0,0.0
ter5,0,4,4,0,8,216,52,58,2,102,239,28,22,14,7,15.99,,0,0.65
ter1,0,4,5,0,4,102,10,31,31,68,82,19,17,27,18,19.3,,0,0.32
ter5,0,3,2,1,1,193,20,43,22,72,105,10,9,22,8,11.99,,0,0.0
ter4,1,0,4,0,8,136,21,46,24,14,40,18,15,19,3,8.81,,1,16.089536067418422
ter3,1,4,4,1,6,125,25,36,20,82,158,11,5,18,4,8.19,,0,2.4586978075687758
ter3,1,3,4,1,9,130,24,36,21,25,58,16,9,16,8,7.79,,0,0.13
ter1,1,3,2,1,4,217,41,68,11,36,67,31,12,16,5,13.88,,0,0.65
ter1,1,0,3,0,9,121,29,38,13,26,60,25,18,18,9,13.55,,1,14.004829357541206
ter3,1,4,6,0,8,126,26,34,38,21,57,5,5,20,5,3.68,,0,0.11
ter5,1,3,2,0,8,186,47,47,18,103,164,15,15,36,10,15.25,,0,0.0
ter3,0,3,4,0,2,152,31,44,9,37,52,12,4,13,5,13.12,,0,0.0
ter5,1,3,2,0,8,86,13,21,56,29,62,10,8,23,6,7.38,,0,0.0
ter1,1,0,3,0,8,103,22,40,37,8,33,20,7,15,7,14.72,,1,10.56495734351433
ter5,1,4,2,1,9,287,46,84,6,36,55,21,26,15,5,10.93,,0,0.76
ter2,1,3,4,0,7,487,94,161,0,113,183,24,12,13,7,6.61,,1,12.335091738314372
ter1,1,2,5,1,8,266,52,58,5,22,54,12,12,18,3,5.08,,0,1.06
ter1,1,2,4,0,7,102,33,42,27,18,57,41,22,22,7,15.88,,1,4.00764705882353
ter2,1,1,5,1,7,162,38,61,11,80,115,15,8,17,6,8.74,,1,13.382786396843555
ter1,1,0,4,0,9,143,30,38,21,66,103,21,19,15,9,11.15,,1,14.925117897794708
ter5,0,1,5,1,8,147,52,52,2,29,62,17,18,24,4,12.21,,0,1.78
ter5,1,2,2,0,5,156,34,50,17,82,103,4,4,14,12,5.54,,0,0.15
ter5,1,2,4,1,8,183,49,53,9,16,34,34,24,11,7,12.57,,0,1.49
ter5,1,2,4,1,2,105,27,40,18,73,82,18,11,24,5,18.2,,0,0.15
ter2,1,3,6,0,8,169,49,49,20,111,236,7,5,18,7,5.47,,1,4.606363636363636
ter3,1,4,4,0,8,86,14,20,43,28,57,44,23,19,12,12.03,,0,0.4
ter1,1,2,7,1,8,159,42,55,2,59,103,18,14,19,3,14.06,,0,0.0
ter5,1,2,2,1,6,80,16,23,56,79,114,15,9,13,6,9.24,,0,0.15
ter2,1,0,4,1,8,148,18,48,30,88,118,10,7,37,9,12.11,,1,10.49291119170983
ter2,1,3,1,0,8,79,13,19,57,79,113,19,13,13,3,12.4,,0,0.0
ter3,1,3,5,1,3,239,44,58,6,58,68,7,4,37,4,8.2,,0,1.47
ter5,1,2,4,1,2,160,45,54,6,38,51,51,18,18,7,20.33,,0,0.0
ter1,1,2,1,1,9,192,34,40,7,14,58,7,7,18,14,8.58,,0,0.13
ter3,1,2,4,0,1,164,31,49,10,23,48,26,36,16,4,16.72,,0,0.0
ter2,1,2,5,0,5,159,15,43,37,12,49,10,3,16,3,4.5,,0,5.6674366002214835
ter5,1,2,2,1,3,83,19,21,52,45,61,5,4,37,6,3.93,,0,0.0
ter4,1,5,4,0,4,171,45,48,11,56,74,17,13,17,8,8.24,,0,0.15
ter3,1,2,2,0,9,190,37,42,17,81,155,44,22,21,5,22.22,,0,1.39
ter5,1,0,5,0,9,194,35,58,14,75,96,23,24,21,5,15.21,,1,16.175014296268134
ter5,1,1,4,0,3,164,52,60,4,73,92,7,4,17,5,4.93,,0,0.13
ter1,1,5,1,1,5,199,57,57,8,96,200,4,3,16,5,3.59,,0,0.48
ter4,1,1,4,1,4,173,61,66,2,46,113,76,27,19,4,24.17,,0,2.16
ter4,1,0,4,1,6,264,91,91,2,109,184,28,18,20,4,16.82,,1,17.6618671679198
ter4,1,3,4,0,8,122,29,43,22,46,87,48,18,35,5,21.63,,0,0.2535294117647059
ter2,1,2,2,0,9,279,82,82,1,69,98,17,9,15,5,13.29,,1,9.21
ter5,1,5,4,1,9,154,79,79,3,9,33,4,3,12,11,4.31,,0,1.72
ter3,1,3,4,1,8,142,21,44,38,54,82,29,35,21,5,16.86,,0,4.176298835323603
ter1,0,1,3,1,6,81,24,25,26,81,144,9,6,27,4,6.06,,0,0.56
ter1,1,2,1,1,8,322,82,100,0,81,106,22,10,14,9,10.6,,0,0.8
ter2,1,5,2,1,7,93,31,32,29,31,69,61,31,18,7,53.32,,0,2.38
ter3,1,3,4,1,4,134,37,42,19,76,99,17,24,14,4,21.27,,0,0.7142307692307692
ter2,1,2,5,1,8,122,21,43,26,51,74,7,4,18,7,3.95,,1,10.335822593792681
ter2,1,3,4,0,9,104,28,28,27,80,81,12,9,21,4,13.29,,1,11.885405899198037
ter3,1,2,7,1,2,219,44,50,8,61,99,30,30,20,7,17.66,,0,0.32
ter2,1,4,3,1,8,128,58,58,11,90,112,16,16,13,9,13.48,,0,4.241654135338346
ter5,1,0,7,0,7,123,30,31,29,31,48,32,32,24,7,13.73,,0,13.362220668220669
ter1,0,2,4,0,8,127,17,38,29,41,59,14,10,18,13,17.75,,0,0.15
ter2,0,3,5,1,2,125,16,27,39,34,51,9,8,17,5,9.21,,0,0.0
ter2,1,5,3,0,7,164,31,48,11,58,147,38,21,17,8,15.08,,0,6.549040404040404
ter5,0,4,3,0,6,129,27,54,15,40,63,26,12,13,7,17.58,,0,0.54
ter3,0,1,5,1,8,109,32,32,31,76,141,28,49,18,4,13.78,,0,1.99
ter5,1,2,4,1,8,196,39,45,8,64,70,4,5,29,6,5.69,,0,0.72
ter4,1,2,3,1,8,143,38,38,17,77,151,13,9,28,6,8.27,,0,0.27
ter3,1,3,4,1,8,218,55,61,1,19,44,16,4,15,7,9.07,,0,4.93
ter5,1,2,1,1,3,232,73,73,4,29,69,29,25,16,5,19.43,,0,0.13
ter3,0,2,4,0,1,291,109,109,1,91,320,8,7,14,7,6.99,,0,2.6
ter5,1,2,3,1,9,452,176,176,0,22,49,22,18,19,10,23.52,,0,6.06
ter1,1,1,4,1,8,128,21,37,20,48,50,8,10,18,7,7.3,,1,9.884244483477634
ter5,0,5,2,0,9,159,71,71,1,75,83,14,17,23,6,12.0,,0,0.63
ter1,1,3,1,0,3,151,39,61,3,57,76,10,6,19,11,7.63,,0,0.0
ter3,0,2,4,1,8,165,36,52,8,112,215,20,13,14,17,11.26,,0,0.27
ter5,1,3,5,0,8,180,28,67,1,17,42,38,16,12,4,20.05,,0,0.9
ter5,1,1,2,0,5,449,113,126,1,45,73,5,2,18,6,3.18,,0,0.59
ter5,1,4,4,1,8,211,40,66,10,88,119,38,20,19,9,9.83,,0,2.88
ter1,0,2,4,1,9,229,96,96,5,77,121,4,6,23,6,5.39,,0,0.52
ter2,1,3,1,0,8,497,185,185,1,67,103,39,37,19,5,17.4,,0,5.66
ter1,1,4,7,1,9,165,17,35,21,15,49,4,9,18,9,5.11,,0,0.0
ter5,1,4,2,1,8,302,61,93,1,39,70,64,18,13,8,18.36,,0,0.7
ter2,0,3,5,0,9,214,59,59,9,73,119,7,7,35,9,4.56,,0,0.0
ter5,1,3,3,1,4,90,42,42,5,116,572,15,5,13,6,15.9,,0,5.39
ter5,1,3,3,1,9,194,21,44,17,112,345,25,14,17,6,17.42,,0,0.94
ter2,0,4,2,1,9,206,24,40,29,88,345,11,8,17,6,8.09,,0,1.09
ter3,1,0,4,1,8,126,20,26,38,81,106,5,6,27,11,3.53,,1,9.65935305018381
ter4,1,3,7,0,0,350,53,83,0,29,70,37,14,13,10,21.69,,0,0.73
ter5,0,4,6,0,3,135,29,41,28,42,69,18,15,16,4,7.28,,0,0.0
ter3,1,3,4,0,9,114,36,40,17,67,82,7,6,15,4,3.64,,0,3.9277902298850575
ter4,0,3,2,1,9,192,44,65,8,102,171,15,16,21,8,7.87,,0,0.0
ter2,1,2,5,1,8,166,25,55,6,107,241,10,7,11,5,7.59,,1,11.220607498883561
ter4,1,4,2,0,9,341,57,100,1,58,78,8,6,35,9,3.93,,0,0.52
ter5,1,3,4,1,6,84,22,27,39,24,45,7,6,23,11,4.82,,0,0.24
ter4,1,3,7,1,3,88,16,27,65,26,50,15,11,17,4,7.66,,0,0.0
ter3,1,4,4,1,9,142,33,39,8,107,182,6,8,21,3,4.4,,0,3.489
ter5,1,3,2,0,8,169,81,85,0,83,142,10,7,20,13,4.95,,0,0.5
ter5,1,3,7,1,0,129,29,43,33,75,140,19,24,15,5,17.38,,0,0.0
ter1,1,2,2,0,9,113,42,42,14,122,213,21,24,18,6,13.4,,0,0.7
ter3,1,2,6,1,8,298,88,88,2,66,89,4,4,20,7,5.79,,0,0.77
ter1,1,2,4,1,9,190,49,57,9,55,70,9,6,13,15,5.14,,0,2.1905882352941175
ter2,1,3,7,0,0,216,68,68,1,38,57,12,11,26,11,9.51,,0,0.9
ter3,1,2,4,1,8,148,52,52,6,53,75,26,20,15,7,15.24,,1,10.027960713203282
ter4,0,1,4,1,8,279,52,61,2,32,66,7,6,21,8,6.14,,0,1.03
ter2,0,4,5,1,2,213,45,52,14,75,164,22,12,14,6,10.23,,0,0.0
ter5,1,3,6,0,8,162,39,39,19,62,73,22,12,28,6,12.89,,0,0.43
ter2,0,3,7,0,8,145,33,47,17,55,68,9,6,21,12,6.15,,0,0.0
ter2,1,2,4,1,9,294,90,90,0,57,116,31,20,39,5,17.75,,0,1.26
ter5,1,2,3,1,8,121,28,38,8,12,49,19,21,19,9,15.79,,0,0.43
ter2,1,2,4,1,9,148,45,66,1,36,51,17,7,14,10,6.63,,0,9.070189448806648
ter2,1,3,2,1,2,157,27,51,11,36,86,27,21,21,7,11.98,,0,1.17
ter2,1,2,5,1,9,324,55,74,5,48,64,17,15,15,11,15.15,,0,7.7074511490125985
ter4,1,0,1,0,8,174,40,66,15,6,25,5,6,38,5,5.77,,0,6.21
ter5,1,0,3,1,9,112,12,32,39,79,136,27,28,18,6,12.95,,1,15.442441819291817
ter1,1,2,2,1,8,101,9,26,54,48,65,13,10,16,5,5.42,,0,0.12
ter1,1,3,6,1,9,123,19,41,34,103,251,20,22,16,4,12.94,,0,0.28
ter2,1,3,4,1,8,266,44,85,2,26,58,15,12,15,13,13.01,,0,10.200286716766165
ter2,0,2,2,0,7,156,46,49,5,62,80,12,14,11,4,10.1,,0,0.0
ter3,1,4,2,1,8,135,18,36,27,71,95,21,29,17,11,17.31,,0,0.0
ter2,1,0,4,1,9,287,53,82,0,50,108,10,9,19,12,10.14,,1,14.00694284761973
ter2,1,2,4,1,7,261,42,62,0,14,43,18,21,14,6,9.9,,1,12.581217115342406
ter3,1,2,1,1,8,127,33,45,13,88,102,20,8,19,4,14.24,,0,0.14
ter2,1,2,4,0,9,156,53,53,2,63,84,38,34,18,10,13.22,,1,10.385417407022027
ter4,1,3,7,0,7,208,48,57,8,21,47,6,8,14,6,3.23,,0,0.33
ter1,1,4,1,0,1,144,29,48,21,89,133,9,8,18,3,6.89,,0,0.0
ter4,1,2,4,1,8,145,21,42,36,81,77,4,2,12,3,2.07,,0,5.01
ter4,1,2,2,0,8,127,45,45,9,105,137,22,31,17,6,13.68,,0,0.61
ter5,1,3,4,1,6,117,29,33,24,35,76,24,25,15,3,12.77,,0,1.884779411764706
ter4,1,3,5,1,1,225,39,70,4,57,99,12,10,13,15,7.1,,0,0.29
ter5,1,0,4,1,8,148,31,40,18,79,127,8,6,12,7,4.34,,1,13.573302511182094
ter1,0,3,2,0,9,281,54,94,0,101,184,7,4,18,10,3.01,,0,0.49
ter3,1,2,2,1,9,171,19,46,16,82,135,8,6,17,4,8.5,,0,0.18
ter5,0,2,4,0,8,256,97,97,0,98,150,13,13,8,6,9.29,,0,0.17
ter2,1,1,4,1,8,103,16,32,28,49,81,12,6,23,5,10.92,,1,10.423851399553934
ter3,1,2,5,1,8,102,17,27,34,18,47,42,29,18,5,20.6,,0,0.0
ter1,1,1,6,0,9,135,41,53,12,5,44,44,42,19,9,17.72,,0,0.6
ter5,1,0,1,0,2,157,29,57,15,122,187,10,9,14,11,7.1,,0,5.1
ter5,1,3,4,1,5,100,13,31,42,46,88,12,4,39,4,7.16,,0,0.7
ter2,0,2,1,0,7,131,58,58,12,20,60,12,10,16,12,6.93,,0,0.12
ter4,1,2,6,0,5,117,23,34,20,53,70,27,16,22,7,12.03,,0,0.4
ter1,1,3,5,0,9,104,33,33,15,51,81,24,16,33,3,9.08,,0,1.6
ter5,1,2,3,0,0,131,25,36,9,25,53,22,18,12,4,14.69,,0,0.15
ter5,1,2,5,1,9,104,29,32,14,90,129,12,10,21,4,8.22,,0,1.53
ter5,1,5,2,0,2,325,84,101,0,68,101,50,31,16,3,14.88,,0,0.4
ter4,1,3,6,1,8,146,46,53,23,128,595,8,7,13,11,8.99,,0,0.93
ter4,1,4,5,1,9,117,22,51,34,51,95,15,9,18,5,7.36,,0,0.68
ter2,1,2,1,0,3,191,45,66,1,22,47,14,9,22,7,5.93,,0,1.02
ter1,1,2,2,0,8,202,38,65,7,49,85,19,18,17,13,12.74,,0,0.27
ter4,1,2,4,1,6,344,91,122,0,48,78,6,8,26,12,9.03,,0,6.48
ter2,1,2,4,1,1,453,107,107,1,53,82,10,6,10,7,6.81,,0,2.82
ter4,1,2,2,1,8,161,45,60,10,45,96,19,11,8,6,10.94,,0,0.41
ter3,1,0,4,0,4,204,55,62,8,66,227,227,68,14,27,23.78,,1,14.975833333333334
ter1,1,0,4,0,6,150,23,48,25,42,53,20,17,22,3,24.02,,1,14.241462873147285
ter2,1,4,3,0,0,206,33,55,18,64,118,9,7,19,6,6.56,,0,1.73
ter3,1,5,2,0,2,226,38,72,5,32,69,17,9,20,9,14.36,,0,0.13
ter4,1,1,2,1,8,136,35,35,19,67,90,21,12,17,10,11.21,,0,0.28
ter5,1,2,1,1,9,115,21,47,33,27,61,19,7,18,5,11.15,,0,0.0
ter4,1,3,7,0,9,172,26,52,13,41,77,10,4,24,7,5.55,,0,0.14
ter1,1,3,4,1,6,155,54,54,5,43,65,18,19,39,15,14.74,,0,0.64
ter1,1,0,7,1,9,178,48,48,8,50,85,8,11,22,3,6.34,,1,12.506010390562565
ter4,0,3,5,1,7,145,37,38,9,60,89,14,13,25,22,10.04,,0,0.27
ter1,1,2,2,0,8,129,24,36,17,39,54,17,16,21,10,8.5,,0,0.0
ter2,1,0,2,1,8,134,70,70,5,21,35,6,12,11,3,4.81,,1,11.005301065162907
ter1,0,3,2,1,7,146,32,44,23,45,77,6,3,14,6,6.34,,0,0.0
ter2,1,4,4,1,8,118,20,29,39,113,271,11,14,15,11,6.03,,0,8.041884057971014
ter2,1,4,4,1,1,107,19,37,18,30,60,12,8,19,8,6.72,,0,1.07
ter1,1,0,6,1,6,190,54,59,17,55,62,6,5,19,3,3.17,,1,13.13385931226431
ter5,1,2,6,0,2,195,58,73,2,78,131,5,5,20,4,2.32,,0,0.27
ter2,1,2,6,0,8,229,43,74,3,152,340,6,4,14,5,7.64,,1,10.976363636363637
ter3,1,2,3,0,4,129,24,37,35,29,77,27,33,22,6,15.2,,0,0.12
ter1,1,2,4,1,8,133,32,44,9,90,106,18,22,14,8,17.52,,0,2.824675925925926
ter5,0,2,4,1,8,144,31,70,16,85,334,15,16,9,3,8.04,,0,0.12
ter1,1,2,3,1,1,188,28,62,22,59,85,6,7,18,7,4.89,,0,0.0
ter2,1,2,2,0,7,138,67,67,16,54,96,18,19,8,3,12.28,,0,6.46
ter5,1,2,4,0,9,274,50,57,5,30,60,20,14,17,25,10.22,,0,2.16
ter2,1,3,1,1,9,131,20,32,30,46,96,7,4,21,4,5.63,,0,0.34
ter4,1,4,7,1,0,121,21,34,28,74,125,14,16,14,15,13.6,,0,0.15
ter5,0,2,1,0,7,170,33,41,15,90,155,18,26,18,3,12.44,,0,0.13
ter2,1,3,4,1,9,191,40,49,8,30,60,8,14,29,9,8.93,,0,2.22
ter5,1,4,5,0,8,300,71,73,1,27,52,20,17,14,9,11.55,,0,0.88
ter2,1,2,5,1,4,119,31,33,13,57,107,14,9,13,5,10.09,,0,7.72504467632287
ter2,0,3,4,1,9,235,39,50,5,29,56,26,28,26,23,13.5,,0,0.0
ter5,1,2,4,1,9,123,24,28,27,88,106,40,18,22,15,15.43,,0,4.64
ter2,1,1,2,0,7,116,13,18,57,53,100,10,13,21,6,7.75,,0,1.69
ter1,1,0,2,1,8,121,10,37,37,141,415,11,9,16,17,5.93,,1,10.314729865917124
ter5,0,4,4,1,9,263,52,63,1,17,47,13,17,14,18,10.48,,0,0.41
ter2,1,3,5,0,9,204,43,103,13,47,145,12,6,15,7,5.01,,1,7.960032720942857
ter5,0,0,4,1,4,135,27,53,14,43,102,20,13,18,16,12.21,,0,0.39
ter4,1,4,4,0,8,150,25,52,18,102,243,35,31,22,10,24.18,,0,1.02
ter4,1,2,6,0,9,122,39,58,10,88,111,4,2,13,5,3.98,,0,0.16
ter4,1,2,2,0,9,257,45,82,0,75,92,15,16,10,7,7.86,,0,0.53
ter1,1,3,6,0,3,263,47,61,11,114,259,7,11,28,6,8.18,,0,0.77
ter1,1,3,4,1,8,150,37,60,17,108,178,9,6,15,6,8.23,,1,6.346919004750776
ter5,1,2,2,0,2,276,52,65,1,27,113,113,65,13,7,22.87,,0,0.4
ter5,1,2,2,0,4,91,19,24,29,89,272,13,10,14,6,4.55,,0,1.0
ter1,1,0,5,1,8,97,24,31,10,61,136,22,21,24,9,11.46,,1,14.785470208995811
ter4,0,3,5,0,0,126,21,37,12,48,62,25,15,18,4,11.0,,0,0.52
ter5,1,5,1,1,5,407,100,119,0,113,346,5,2,16,10,4.89,,0,3.89
ter4,1,3,3,1,9,202,68,78,7,77,134,18,13,16,7,7.99,,0,0.892
ter3,1,1,2,0,5,207,46,69,13,69,125,125,75,23,3,21.17,,0,2.31
ter5,1,2,7,1,2,186,63,63,2,56,62,44,23,36,7,14.2,,0,0.0
ter2,1,4,1,0,9,104,16,24,35,58,80,13,8,22,4,9.27,,0,0.34
ter1,1,0,4,0,8,144,25,28,29,66,80,35,23,18,9,16.97,,1,16.504864602364385
ter2,1,2,4,1,9,133,52,52,9,41,83,41,29,36,9,19.01,,0,1.74
ter2,1,2,4,1,8,84,10,21,58,97,120,51,20,8,5,17.82,,0,6.832290043290043
ter4,0,2,1,0,9,96,16,26,35,116,219,19,15,16,6,5.8,,0,0.14
ter2,1,3,1,1,8,188,42,78,5,45,60,15,10,14,7,19.06,,0,1.31
ter4,1,2,4,0,7,411,69,78,1,26,70,16,10,21,4,10.28,,1,8.526776422764229
ter4,0,2,6,1,8,120,42,56,4,78,208,19,18,15,7,14.37,,0,0.28
ter5,1,3,4,0,9,56,9,15,68,92,148,13,9,17,6,9.47,,0,2.7611428571428576
ter5,0,2,6,0,3,210,43,55,6,50,72,24,14,21,7,12.15,,0,0.0
ter5,1,2,1,1,8,150,40,55,14,15,47,11,4,13,3,7.29,,0,0.24
ter5,1,2,5,1,3,195,49,49,6,23,52,14,6,20,8,9.87,,0,0.42
ter2,1,2,2,1,9,229,25,73,6,92,210,38,36,11,1,16.44,,0,7.93
ter3,1,0,4,0,8,147,67,67,3,60,113,11,8,14,4,7.09,,1,14.60302665774231
ter3,1,3,7,0,7,169,41,55,5,116,118,23,29,30,4,12.95,,0,1.02
ter2,1,1,4,1,8,175,45,51,2,28,77,14,19,15,5,11.64,,1,12.915795019709467
